"pedido_codigo","pedido_id","data_hora","origem","situacao","situacao_descricao","valor_total_pedido","rastreio_id","produto_id","produto_nome","produto_titulo","codigo_pai","derivacao_id","derivacao_codigo","derivacao_nome","categoria_id","categoria","quantidade","valor_unitario","valor_desconto","valor_item","valor_frete","link_produto"
"0012407945457","3766","2024-07-01 15:00:27-03","3","8","Entregue","0","3766","336","Colar Elos Cabana","Colar Elos Cabana","002COLARELOS","1654","002COLARELOS1","Modelo1","29","Semi-Jóias","1","127.7","6.38","121.32","0","colar-elos-cabana-modelo1"
"0012407242207","3767","2024-07-02 10:47:10-03","1","2","Cancelado","135.29","3767","476","Regata Feminina Neblina","Regata Feminina Neblina","1694","2412","1694-P","P","39","Outlet","1","127.7","6.38","121.32","13.97","regata-feminina-neblina"
"0012407411948","3768","2024-07-02 10:55:30-03","1","2","Cancelado","641.64","3768","576","Jaqueta Feminina Maxi Ônix","Jaqueta Feminina Max Ônix","1780","2926","1780M","M","46","Mais Vendidos","1","317.7","15.88","301.82","0","jaqueta-feminina-max-onix"
"0012407411948","3768","2024-07-02 10:55:30-03","1","2","Cancelado","641.64","3768","694","Jaqueta Feminina Bomber Angélica","Jaqueta Feminina Bomber Angélica","1878","3596","1878P","P","39","Outlet","1","357.7","17.88","339.82","0","jaqueta-feminina-bomber-angelica"
"0012407338777","3769","2024-07-02 12:50:58-03","3","8","Entregue","322.01","3769","576","Jaqueta Feminina Maxi Ônix","Jaqueta Feminina Max Ônix","1780","2927","1780G","G","46","Mais Vendidos","1","317.7","16.69","301.01","21","jaqueta-feminina-max-onix"
"0012407792734","3770","2024-07-02 14:49:38-03","3","8","Entregue","0","3770","576","Jaqueta Feminina Maxi Ônix","Jaqueta Feminina Max Ônix","1780","2925","1780P","P","46","Mais Vendidos","1","317.7","317.7","0","0","jaqueta-feminina-max-onix"
"0012407792734","3770","2024-07-02 14:49:38-03","3","8","Entregue","0","3770","301","Poncho Feminino Camila","Poncho Feminino Camila","1546","1473","1546UNICO","Único","39","Outlet","1","199.9","119.97","79.93","0","poncho-feminino-camila"
"0012407565990","3771","2024-07-02 15:33:06-03","3","8","Entregue","0","3771","693","Jaqueta Feminina Bomber Flavia","Jaqueta Feminina Bomber Flavia","1881","3594","1881GG","GG","13","Jaqueta","1","377.7","113.31","264.39","0","jaqueta-feminina-bomber-flavia"
"0012407691329","3772","2024-07-03 15:21:00-03","3","8","Entregue","0","3772","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3794","191440","40","8","Calça","1","257.7","0","257.7","0","calca-feminina-boot-cut-paty"
"0012407691329","3772","2024-07-03 15:21:00-03","3","8","Entregue","0","3772","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","605","118640","40","46","Mais Vendidos","1","237.7","0","237.7","0","calca-jeans-feminina-boot-cut-cabana"
"0012407245425","3773","2024-07-04 10:40:52-03","3","8","Entregue","223.05","3773","292","Calça Feminina Montaria Alice","Calça Feminina Montaria Alice","1537","1407","1537P","P","46","Mais Vendidos","1","209.9","10.49","199.41","23.64","calca-feminina-montaria-alice"
"0012407670055","3774","2024-07-05 12:27:49-03","1","8","Entregue","199.41","3774","292","Calça Feminina Montaria Alice","Calça Feminina Montaria Alice","1537","1409","1537G","G","46","Mais Vendidos","1","209.9","10.49","199.41","0","calca-feminina-montaria-alice"
"0012407929660","3775","2024-07-05 16:48:27-03","1","8","Entregue","347.7","3775","708","Vestido Feminino Gabriella","Vestido Feminino Gabriella","1900","3683","1900G","G","20","Vestido","1","347.7","0","347.7","0","vestido-feminino-gabriella"
"0012407184375","3776","2024-07-06 18:16:16-03","1","8","Entregue","317.7","3776","576","Jaqueta Feminina Maxi Ônix","Jaqueta Feminina Max Ônix","1780","2926","1780M","M","46","Mais Vendidos","1","317.7","0","317.7","0","jaqueta-feminina-max-onix"
"0012407980960","3777","2024-07-07 17:30:44-03","1","8","Entregue","141.93","3777","640","Blusa Feminina Corsel","Blusa Feminina Corsel","1831","3278","1831P","P","3","Blusas","1","157.7","15.77","141.93","0","blusa-feminina-corsel"
"0012407097186","3778","2024-07-07 23:39:03-03","1","2","Cancelado","254.32","3778","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407996996","3779","2024-07-08 11:16:24-03","1","8","Entregue","286.3","3779","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","31.98","chemise-feminina-bridao"
"0012407887412","3780","2024-07-08 11:18:16-03","3","8","Entregue","250.9","3780","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","16.8","250.9","0","chemise-feminina-bridao"
"0012407442316","3781","2024-07-08 13:52:23-03","3","8","Entregue","199.4","3781","292","Calça Feminina Montaria Alice","Calça Feminina Montaria Alice","1537","1409","1537G","G","46","Mais Vendidos","1","209.9","10.5","199.4","0","calca-feminina-montaria-alice"
"0012407937476","3782","2024-07-09 08:58:55-03","1","8","Entregue","247.7","3782","244","Camisete Feminina Gateado","Camisete Feminina Gateado","1498","1246","1498G","G","46","Mais Vendidos","1","247.7","0","247.7","0","camisete-feminina-gateado"
"0012407928523","3783","2024-07-09 12:07:54-03","1","2","Cancelado","508.63","3783","529","Chemise Frísio","Chemise Frísio","1744","2655","1744M","M","16","Camisete","2","267.7","26.77","508.63","0","chemise-frisio"
"0012407241491","3784","2024-07-09 12:51:30-03","3","8","Entregue","508.64","3784","529","Chemise Frísio","Chemise Frísio","1744","2655","1744M","M","16","Camisete","1","267.7","13.38","254.32","0","chemise-frisio"
"0012407241491","3784","2024-07-09 12:51:30-03","3","8","Entregue","508.64","3784","378","Chemise Feminina Valente","Chemise Feminino Valente","1604","1920","1604G","G","16","Camisete","1","267.7","13.38","254.32","0","chemise-feminina-valente"
"0012407907123","3785","2024-07-09 13:52:28-03","3","8","Entregue","219.9","3785","664","Regata Feminina Eloise","Regata Feminina Eloise","1855","3427","1855M","M","39","Outlet","1","89.9","0","89.9","0","regata-feminina-eloise"
"0012407907123","3785","2024-07-09 13:52:28-03","3","8","Entregue","219.9","3785","721","Jaqueta Feminina Cropped Channel","Jaqueta Feminina Cropped Channel","1910","3745","1910M","M","13","Jaqueta","1","297.7","167.7","130","0","jaqueta-feminina-cropped-channel"
"0012407907123","3785","2024-07-09 13:52:28-03","3","8","Entregue","219.9","3785","695","Body Gabriella","Body Gabriella","1868","3626","1868G","G","11","Body","1","187.7","187.7","0","0","body-gabriella"
"0012407907123","3785","2024-07-09 13:52:28-03","3","8","Entregue","219.9","3785","701","Colete Feminino Mustang","Colete Feminino Mustang","1894","3633","1894P","P","39","Outlet","1","247.7","247.7","0","0","colete-feminino-mustang"
"0012407009370","3786","2024-07-09 14:28:11-03","1","2","Cancelado","151.91","3786","537","Poncho Vichy","Poncho Vichy","1758","2696","1758UNICO","Único","19","Poncho","1","159.9","7.99","151.91","0","poncho-vichy"
"0012407434718","3787","2024-07-09 16:00:28-03","1","8","Entregue","434.45","3787","349","Blusa Flor do Campo","Blusa Flor do Campo","1585","1728","1585M","M","39","Outlet","1","64.95","6.5","58.45","5.49","blusa-flor-do-campo"
"0012407434718","3787","2024-07-09 16:00:28-03","1","8","Entregue","434.45","3787","441","Colar Touro","Colar Touro","004COLARCAVALO","2245","004COLARTOURO2","Modelo2","31","Colar","1","127.7","12.77","114.93","10.8","colar-touro-modelo2"
"0012407434718","3787","2024-07-09 16:00:28-03","1","8","Entregue","434.45","3787","604","Regata Feminina Amália","Regata Feminina Amália","1802","3090","1802P","P","39","Outlet","1","79.9","7.99","71.91","6.75","regata-feminina-amalia"
"0012407434718","3787","2024-07-09 16:00:28-03","1","8","Entregue","434.45","3787","351","Regata Feminina Amanhecer","Regata Feminina Amanhecer","1580","1739","1580G","G","1","Feminino","1","89.9","8.99","80.91","7.59","regata-feminina-amanhecer"
"0012407434718","3787","2024-07-09 16:00:28-03","1","8","Entregue","434.45","3787","459","Cropped Analú","Cropped Analú","1665","2331","1665P","P","39","Outlet","1","78.85","7.89","70.96","6.66","cropped-analu"
"0012407570815","3788","2024-07-10 17:21:15-03","3","8","Entregue","254.32","3788","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407092136","3789","2024-07-11 13:04:48-03","3","8","Entregue","526.86","3789","698","Calça Feminina Boot Cut Amazona","Calça Feminina Boot Cut Amazona","1892","3612","189238","38","8","Calça","1","287.7","28.77","258.93","0","calca-feminina-boot-cut-amazona"
"0012407092136","3789","2024-07-11 13:04:48-03","3","8","Entregue","526.86","3789","408","Camisa Feminina Amazona","Camisa Feminina Amazona","1636","2084","1636P","P","16","Camisete","1","297.7","29.77","267.93","0","camisa-feminina-feminina-amazona"
"0012407490365","3790","2024-07-11 14:31:21-03","3","8","Entregue","254.32","3790","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2666","1752P","P","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407822235","3791","2024-07-12 15:05:55-03","3","8","Entregue","0","3791","693","Jaqueta Feminina Bomber Flavia","Jaqueta Feminina Bomber Flavia","1881","3594","1881GG","GG","13","Jaqueta","1","377.7","18.89","358.81","0","jaqueta-feminina-bomber-flavia"
"0012407578403","3792","2024-07-14 11:08:05-03","1","7","Transporte","244.82","3792","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3795","191438","38","8","Calça","1","257.7","12.88","244.82","0","calca-feminina-boot-cut-paty"
"0012407030452","3793","2024-07-15 13:26:53-03","1","2","Cancelado","187.7","3793","682","Body Feminino Amanda","Body Feminino Amanda","1872","3533","1872P","P","11","Body","1","187.7","0","187.7","0","body-feminino-amanda"
"0012407439272","3794","2024-07-15 13:27:35-03","1","2","Cancelado","187.7","3794","682","Body Feminino Amanda","Body Feminino Amanda","1872","3533","1872P","P","11","Body","1","187.7","0","187.7","0","body-feminino-amanda"
"0012407574800","3795","2024-07-15 15:07:04-03","1","8","Entregue","178.32","3795","695","Body Gabriella","Body Gabriella","1868","3625","1868M","M","11","Body","1","187.7","9.38","178.32","0","body-gabriella"
"0012407078311","3796","2024-07-15 16:36:44-03","1","7","Transporte","515.4","3796","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2668","1752G","G","46","Mais Vendidos","1","267.7","0","267.7","0","chemise-feminina-bridao"
"0012407078311","3796","2024-07-15 16:36:44-03","1","7","Transporte","515.4","3796","244","Camisete Feminina Gateado","Camisete Feminina Gateado","1498","1246","1498G","G","46","Mais Vendidos","1","247.7","0","247.7","0","camisete-feminina-gateado"
"0012407568137","3797","2024-07-16 16:22:43-03","3","8","Entregue","0","3797","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2666","1752P","P","46","Mais Vendidos","1","267.7","0","267.7","0","chemise-feminina-bridao"
"0012407929435","3798","2024-07-16 19:33:38-03","1","8","Entregue","783.1","3798","723","Moletom Feminino Helena","Moletom Feminino Helena","1901","3763","1901GG","GG","39","Outlet","1","247.7","0","247.7","0","moletom-feminino-helena"
"0012407929435","3798","2024-07-16 19:33:38-03","1","8","Entregue","783.1","3798","615","Chemise Channel","Chemise Channel","1809","3152","1809GG","GG","39","Outlet","1","267.7","0","267.7","0","chemise-channel"
"0012407929435","3798","2024-07-16 19:33:38-03","1","8","Entregue","783.1","3798","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2669","1752GG","GG","46","Mais Vendidos","1","267.7","0","267.7","0","chemise-feminina-bridao"
"0012407596806","3799","2024-07-17 09:10:10-03","3","8","Entregue","0","3799","460","Camisete Spirit","Camisete Spirit","1666","2336","1666P","P","39","Outlet","1","167.7","0","167.7","0","camisete-nova"
"0012407523643","3800","2024-07-18 07:07:13-03","1","7","Transporte","254.32","3800","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2669","1752GG","GG","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407973797","3801","2024-07-18 14:16:47-03","1","8","Entregue","254.32","3801","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2666","1752P","P","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407818916","3802","2024-07-18 16:04:05-03","3","8","Entregue","0","3802","298","Camisete Feminina El Paso","Camisete Feminino El Paso","1166","1437","1166M","M","16","Camisete","1","247.7","24.77","222.93","0","camisete-feminina-el-paso"
"0012407818916","3802","2024-07-18 16:04:05-03","3","8","Entregue","0","3802","698","Calça Feminina Boot Cut Amazona","Calça Feminina Boot Cut Amazona","1892","3614","189242","42","8","Calça","1","287.7","28.77","258.93","0","calca-feminina-boot-cut-amazona"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2668","1752G","G","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","693","Jaqueta Feminina Bomber Flavia","Jaqueta Feminina Bomber Flavia","1881","3593","1881G","G","13","Jaqueta","1","377.7","18.89","358.81","0","jaqueta-feminina-bomber-flavia"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","168","Calça Jeans Feminina Boot Cut Morgan ","Calça Jeans Feminina Boot Cut Morgan ","1260","677","126042","42","8","Calça","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-morgan"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","727","Calça Feminina Pezinho Rebeca","Calça Feminina Pezinho Rebeca","1912","3783","1912G","G","39","Outlet","1","167.7","8.38","159.32","0","calca-feminina-pezinho-rebeca"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","685","Body Feminino Daniele","Body Feminino Daniele","1882","3551","1882GG","GG","11","Body","1","197.7","9.88","187.82","0","body-feminino-daniele"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","602","Blusa Feminina Relíquia","Blusa Feminina Relíquia","1800","3082","1800G","G","48","Verão 2024","1","147.7","7.38","140.32","0","blusa-feminina-reliquia"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3678","189842","42","8","Calça","1","297.7","14.88","282.82","0","bombacha-feminina-grazi"
"0012407608891","3803","2024-07-19 11:37:23-03","3","8","Entregue","1770.64","3803","680","Colete Feminino Cabana Grazi","Colete Feminino Cabana Grazi","1880","3526","1880GG","GG","45","Lançamentos","1","169.9","8.49","161.41","0","colete-feminino-cabana-grazi"
"0012407714823","3804","2024-07-19 11:59:42-03","3","8","Entregue","400","3804","680","Colete Feminino Cabana Grazi","Colete Feminino Cabana Grazi","1880","3526","1880GG","GG","45","Lançamentos","1","169.9","24.58","145.32","0","colete-feminino-cabana-grazi"
"0012407714823","3804","2024-07-19 11:59:42-03","3","8","Entregue","400","3804","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3679","189844","44","8","Calça","1","297.7","43.02","254.68","0","bombacha-feminina-grazi"
"0012407716821","3805","2024-07-19 12:12:32-03","3","8","Entregue","0","3805","680","Colete Feminino Cabana Grazi","Colete Feminino Cabana Grazi","1880","3525","1880G","G","45","Lançamentos","1","169.9","17.83","152.07","0","colete-feminino-cabana-grazi"
"0012407716821","3805","2024-07-19 12:12:32-03","3","8","Entregue","0","3805","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3678","189842","42","8","Calça","1","297.7","29.77","267.93","0","bombacha-feminina-grazi"
"0012407062497","3806","2024-07-21 12:59:00-03","1","8","Entregue","105.38","3806","524","Body Texano","Body Texano","1759","2638","1759GG","GG","39","Outlet","1","99.9","4.99","94.91","10.47","body-texano"
"0012407282694","3807","2024-07-22 13:55:05-03","3","8","Entregue","350","3807","693","Jaqueta Feminina Bomber Flavia","Jaqueta Feminina Bomber Flavia","1881","3592","1881M","M","13","Jaqueta","1","377.7","27.7","350","0","jaqueta-feminina-bomber-flavia"
"0012407189959","3808","2024-07-22 14:15:33-03","1","7","Transporte","467.6","3808","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3676","189838","38","8","Calça","1","297.7","0","297.7","0","bombacha-feminina-grazi"
"0012407189959","3808","2024-07-22 14:15:33-03","1","7","Transporte","467.6","3808","680","Colete Feminino Cabana Grazi","Colete Feminino Cabana Grazi","1880","3524","1880M","M","45","Lançamentos","1","169.9","0","169.9","0","colete-feminino-cabana-grazi"
"0012407101294","3809","2024-07-23 11:01:27-03","1","8","Entregue","333.98","3809","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2668","1752G","G","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407101294","3809","2024-07-23 11:01:27-03","1","8","Entregue","333.98","3809","291","Moletom Vamos laçar","Moletom Vamos laçar","1544","1404","1544G","G","12","Moletom","1","83.85","4.19","79.66","0","moletom-vamos-lacar"
"0012407373705","3810","2024-07-23 21:28:32-03","1","7","Transporte","237.73","3810","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","604","118638","38","46","Mais Vendidos","1","237.7","23.77","213.93","23.8","calca-jeans-feminina-boot-cut-cabana"
"0012407571283","3811","2024-07-24 08:40:27-03","3","7","Transporte","254.32","3811","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2668","1752G","G","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407274908","3812","2024-07-24 12:20:54-03","1","7","Transporte","249.84","3812","402","Calça Jeans Skinny Feminina Pompeu ","Calça Jeans Skinny Feminina Pompeu ","1528","2047","152836","36","39","Outlet","1","137.7","13.77","123.93","0","calca-jeans-skinny-feminina-pompeu"
"0012407274908","3812","2024-07-24 12:20:54-03","1","7","Transporte","249.84","3812","498","Calça Texana","Calça Texana","1703","2515","170334","34","39","Outlet","1","139.9","13.99","125.91","0","calca-texana"
"0012407903677","3813","2024-07-24 13:43:05-03","3","8","Entregue","210","3813","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","605","118640","40","46","Mais Vendidos","1","237.7","27.7","210","0","calca-jeans-feminina-boot-cut-cabana"
"0012407868092","3814","2024-07-25 08:15:50-03","3","8","Entregue","0","3814","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","603","118636","36","46","Mais Vendidos","1","237.7","0","237.7","24.1","calca-jeans-feminina-boot-cut-cabana"
"0012407411775","3815","2024-07-25 14:52:48-03","3","7","Transporte","0","3815","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","514","Camisete Feminina Luna Equestre","Camisete Luna Equestre","1745","2631","1745P","P","39","Outlet","1","287.7","14.38","273.32","9.73","camisete-feminina-luna-equestre"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","297","Camisete Realeza","Camisete Realeza","1524","1431","1524P","P","16","Camisete","1","247.7","12.38","235.32","8.38","camisete-realeza"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","244","Camisete Feminina Gateado","Camisete Feminina Gateado","1498","1244","1498P","P","46","Mais Vendidos","1","247.7","12.38","235.32","8.38","camisete-feminina-gateado"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","139","Camisete Feminino  Potros","Camisete Feminina Potros","1466","509","1466P","P","16","Camisete","1","247.7","12.38","235.32","8.37","camisete-feminina-potros"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","583","Colete Feminino Fronteira","Colete Feminino Fronteira","1721","3012","1721PRETOM","Preto - M","39","Outlet","1","167.7","8.38","159.32","5.66","colete-feminina-fronteira"
"0012407129448","3816","2024-07-25 14:58:44-03","1","8","Entregue","1472","3816","429","Bombacha Feminina Fronteira","Bombacha Feminina Fronteira","1634","2203","163440","40","8","Calça","1","297.7","14.88","282.82","10.06","bombacha-feminina-fronteira"
"0012407589356","3817","2024-07-25 20:22:03-03","1","2","Cancelado","225.82","3817","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-cabana"
"0012407443739","3818","2024-07-25 20:28:42-03","1","2","Cancelado","225.82","3818","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-cabana"
"0012407952320","3819","2024-07-25 20:33:48-03","1","7","Transporte","225.82","3819","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-cabana"
"0012407642008","3820","2024-07-26 09:24:14-03","3","7","Transporte","254.32","3820","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","0","chemise-feminina-bridao"
"0012407328535","3821","2024-07-26 11:23:56-03","3","7","Transporte","0","3821","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3678","189842","42","8","Calça","1","297.7","0","297.7","0","bombacha-feminina-grazi"
"0012407481040","3822","2024-07-26 14:03:02-03","3","7","Transporte","265.48","3822","588","Calça Jeans Feminina Nobreza Cabana","Calça Jeans Feminina Nobreza Cabana","1808","3019","180840","40","8","Calça","1","257.7","12.88","244.82","20.66","calca-jeans-feminina-nobreza-cabana"
"0012407143832","3823","2024-07-26 14:17:51-03","1","8","Entregue","243.65","3823","604","Regata Feminina Amália","Regata Feminina Amália","1802","3092","1802G","G","39","Outlet","1","79.9","0","79.9","0","regata-feminina-amalia"
"0012407143832","3823","2024-07-26 14:17:51-03","1","8","Entregue","243.65","3823","492","Cropped Feminino Equus","Cropped Feminino Equus","1690","2495","1690G","G","39","Outlet","1","73.85","0","73.85","0","cropped-feminino-equus"
"0012407143832","3823","2024-07-26 14:17:51-03","1","8","Entregue","243.65","3823","351","Regata Feminina Amanhecer","Regata Feminina Amanhecer","1580","1739","1580G","G","1","Feminino","1","89.9","0","89.9","0","regata-feminina-amanhecer"
"0012407818011","3824","2024-07-26 16:39:34-03","3","8","Entregue","0","3824","292","Calça Feminina Montaria Alice","Calça Feminina Montaria Alice","1537","1407","1537P","P","46","Mais Vendidos","1","209.9","10.49","199.41","23.64","calca-feminina-montaria-alice"
"0012407604727","3825","2024-07-27 11:19:07-03","1","7","Transporte","92.14","3825","661","Regata Feminina Chaienne","Regata Feminina Chaienne","1851","3413","1851G","G","39","Outlet","1","79.9","3.99","75.91","16.23","regata-feminina-chaienne"
"0012407926019","3826","2024-07-28 11:43:48-03","1","7","Transporte","237.7","3826","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","604","118638","38","46","Mais Vendidos","1","237.7","0","237.7","0","calca-jeans-feminina-boot-cut-cabana"
"0012407406761","3827","2024-07-28 14:56:50-03","1","7","Transporte","267.7","3827","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2668","1752G","G","46","Mais Vendidos","1","267.7","0","267.7","0","chemise-feminina-bridao"
"0012407950533","3828","2024-07-28 21:02:16-03","1","7","Transporte","377.7","3828","693","Jaqueta Feminina Bomber Flavia","Jaqueta Feminina Bomber Flavia","1881","3593","1881G","G","13","Jaqueta","1","377.7","0","377.7","0","jaqueta-feminina-bomber-flavia"
"0012407560438","3829","2024-07-29 10:57:34-03","1","8","Entregue","535.86","3829","244","Camisete Feminina Gateado","Camisete Feminina Gateado","1498","1245","1498M","M","46","Mais Vendidos","1","247.7","24.77","222.93","0","camisete-feminina-gateado"
"0012407560438","3829","2024-07-29 10:57:34-03","1","8","Entregue","535.86","3829","438","Vestido Feminino Tropilha","Vestido Feminino Tropilha","1654","2235","1654M","M","46","Mais Vendidos","1","347.7","34.77","312.93","0","vestido-feminino-tropilha"
"0012407168534","3830","2024-07-29 14:21:11-03","3","8","Entregue","0","3830","588","Calça Jeans Feminina Nobreza Cabana","Calça Jeans Feminina Nobreza Cabana","1808","3020","180842","42","8","Calça","1","257.7","0","257.7","0","calca-jeans-feminina-nobreza-cabana"
"0012407954519","3831","2024-07-29 15:45:09-03","1","8","Entregue","114.88","3831","536","Vestido Melinda","Vestido Melinda","1762","2694","1762GG","GG","39","Outlet","1","99.9","0","99.9","14.98","vestido-melinda"
"0012407094789","3832","2024-07-30 10:18:58-03","3","8","Entregue","236","3832","297","Camisete Realeza","Camisete Realeza","1524","1431","1524P","P","16","Camisete","1","247.7","11.7","236","0","camisete-realeza"
"0012407338178","3833","2024-07-30 17:23:55-03","3","8","Entregue","0","3833","652","Camisete Feminina Cowgirl","Camisete Feminina Cowgirl","1843","3340","1843M","M","16","Camisete","1","247.7","0","247.7","0","camisete-feminina-cowgirl"
"0012407829224","3834","2024-07-31 15:33:47-03","3","8","Entregue","0","3834","583","Colete Feminino Fronteira","Colete Feminino Fronteira","1721","2966","1721MARROMG","Marrom - G","39","Outlet","1","137.7","13.77","123.93","0","colete-feminina-fronteira"
"0012407829224","3834","2024-07-31 15:33:47-03","3","8","Entregue","0","3834","675","Camisete Feminina Stella","Camisete Feminina Stella","1866","3504","1866G","G","16","Camisete","1","257.7","25.77","231.93","0","camisete-feminina-stella"
"0012408945457","3835","2024-08-01 07:04:27-03","1","8","Entregue","246.57","3835","292","Calça Feminina Montaria Alice","Calça Feminina Montaria Alice","1537","1408","1537M","M","46","Mais Vendidos","1","209.9","20.99","188.91","57.66","calca-feminina-montaria-alice"
"0012408242207","3836","2024-08-02 09:35:44-03","1","2","Cancelado","557.6","3836","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","0","267.7","0","chemise-feminina-bridao"
"0012408242207","3836","2024-08-02 09:35:44-03","1","2","Cancelado","557.6","3836","726","Jaqueta Feminina Texas Hold","Jaqueta Feminina Texas Hold","1911","3779","1911M","M","13","Jaqueta","1","289.9","0","289.9","0","jaqueta-feminina-texas-hold"
"0012408411948","3837","2024-08-02 09:39:30-03","3","8","Entregue","276.25","3837","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2667","1752M","M","46","Mais Vendidos","1","267.7","13.38","254.32","21.93","chemise-feminina-bridao"
"0012408338777","3838","2024-08-03 16:47:24-03","1","8","Entregue","111.97","3838","334","Pulseira Feminina Laços","Pulseira Feminina Laços","001PULSEIRALACOS","1639","001PULSEIRALACOS1","Modelo1","30","Pulseira","1","99.9","4.99","94.91","17.06","pulseira-feminina-lacos"
"0012408792734","3839","2024-08-04 07:31:36-03","1","8","Entregue","151.87","3839","406","Conjunto Feminino  Corta Vento Maya","Conjunto Feminino Corta Vento Maya","1632","2075","1632LILASM","LILAS - M","39","Outlet","1","99.9","9.99","89.91","0","bomber-corta-vento-feminino-maya"
