"pedido_codigo","pedido_id","data_hora","origem","situacao","situacao_descricao","valor_total_pedido","rastreio_id","produto_id","produto_nome","produto_titulo","codigo_pai","derivacao_id","derivacao_codigo","derivacao_nome","categoria_id","categoria","quantidade","valor_unitario","valor_desconto","valor_item","valor_frete","link_produto"
"0012409937476","3904","2024-09-05 13:38:34-03","3","8","Entregue","330.31","3904","708","Vestido Feminino Gabriella","Vestido Feminino Gabriella","1900","3681","1900P","P","20","Vestido","1","347.7","17.39","330.31","0","vestido-feminino-gabriella"
"0012409928523","3905","2024-09-05 15:29:01-03","1","8","Entregue","254.32","3905","529","Chemise Frísio","Chemise Frísio","1744","2656","1744G","G","16","Camisete","1","267.7","13.38","254.32","0","chemise-frisio"
"0012409241491","3906","2024-09-06 16:38:41-03","3","8","Entregue","157.26","3906","583","Colete Feminino Fronteira","Colete Feminino Fronteira","1721","2966","1721MARROMG","Marrom - G","39","Outlet","1","137.7","0","137.7","19.56","colete-feminina-fronteira"
"0012409907123","3907","2024-09-07 12:13:37-03","1","8","Entregue","239.9","3907","676","Saia Feminina Envelope Cabana","Saia Feminina Envelope Cabana","1867","3508","1867M","M","1","Feminino","1","239.9","0","239.9","0","saia-feminina-envelope-cabana"
"0012409009370","3908","2024-09-08 12:48:58-03","1","8","Entregue","420.84","3908","733","Bombacha Feminina Linho Marrom","Bombacha Feminina Linho Marrom","1922","3813","192238","38","8","Calça","1","297.7","29.77","267.93","0","bombacha-feminina-linho-marrom"
"0012409009370","3908","2024-09-08 12:48:58-03","1","8","Entregue","420.84","3908","734","Colete Feminino Linho Marrom","Colete Feminino Linho Marrom","1923","3820","1923P","P","18","Colete","1","169.9","16.99","152.91","0","colete-feminino-linho-marrom"
"0012409434718","3909","2024-09-08 19:35:25-03","1","8","Entregue","169.8","3909","605","Bata Feminina Duqueza ","Bata Feminina Duqueza CB","1804","3097","1804G","G","39","Outlet","1","89.9","0","89.9","0","bata-feminina-duqueza"
"0012409434718","3909","2024-09-08 19:35:25-03","1","8","Entregue","169.8","3909","604","Regata Feminina Amália","Regata Feminina Amália","1802","3093","1802GG","GG","39","Outlet","1","79.9","0","79.9","0","regata-feminina-amalia"
"0012409570815","3910","2024-09-08 23:59:53-03","1","8","Entregue","273.32","3910","699","Calça Mustang","Calça Mustang","1895","3617","189534","34","8","Calça","1","287.7","14.38","273.32","0","calca-mustang-1895"
"0012409092136","3911","2024-09-09 10:39:56-03","1","8","Entregue","231.93","3911","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3794","191440","40","8","Calça","1","257.7","25.77","231.93","0","calca-feminina-boot-cut-paty"
"0012409490365","3912","2024-09-09 12:24:20-03","3","8","Entregue","178.32","3912","484","Body Feminino Victória","Body Feminino Victória","1681","2457","1681GG","GG","11","Body","1","187.7","9.38","178.32","0","body-feminino-victoria"
"0012409822235","3913","2024-09-09 14:24:59-03","3","8","Entregue","218.3","3913","425","Blusa Feminina  Campo Primavera Canelada","Blusa Feminina Campo Primavera Canelada","1658","2174","1658P","P","39","Outlet","1","89.9","4.5","85.4","0","blusa-feminina-campo-primavera-canelada"
"0012409822235","3913","2024-09-09 14:24:59-03","3","8","Entregue","218.3","3913","498","Calça Texana","Calça Texana","1703","2515","170334","34","39","Outlet","1","139.9","7","132.9","0","calca-texana"
"0012409578403","3914","2024-09-09 14:50:11-03","1","8","Entregue","357.6","3914","604","Regata Feminina Amália","Regata Feminina Amália","1802","3093","1802GG","GG","39","Outlet","1","79.9","0","79.9","0","regata-feminina-amalia"
"0012409578403","3914","2024-09-09 14:50:11-03","1","8","Entregue","357.6","3914","735","Chemise Feminina Leves Galopes","Chemise Feminina Leves Galopes","1917","3823","1917GG","GG","39","Outlet","1","277.7","0","277.7","0","chemise-feminina-leves-galopes"
"0012409030452","3915","2024-09-09 15:27:14-03","3","8","Entregue","278.54","3915","630","Vestido Feminino Simone","Vestido Simone","1842","3228","1842G","G","20","Vestido","1","327.7","49.16","278.54","0","vestido-feminino-simone"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3793","191442","42","8","Calça","1","257.7","12.88","244.82","0","calca-feminina-boot-cut-paty"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-cabana"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","724","Colete Fronteira","Colete Fronteira","1721MARROM","3769","1721GMARROM","G","39","Outlet","1","137.7","6.88","130.82","0","colete-fronteira-1721marrom"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","708","Vestido Feminino Gabriella","Vestido Feminino Gabriella","1900","3683","1900G","G","20","Vestido","1","347.7","17.38","330.32","0","vestido-feminino-gabriella"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","632","Vestido Feminino Aline","Vestido Feminino Aline","1803","3238","1803G","G","39","Outlet","1","327.7","16.38","311.32","0","vestido-feminino-aline"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","630","Vestido Feminino Simone","Vestido Simone","1842","3228","1842G","G","20","Vestido","1","327.7","16.38","311.32","0","vestido-feminino-simone"
"0012409439272","3916","2024-09-09 18:02:01-03","1","8","Entregue","1694.74","3916","635","Blusa Feminina Texas","Blusa Feminina Texas","1819","3255","1819G","G","39","Outlet","1","147.7","7.38","140.32","0","blusa-feminina-texas"
"0012409574800","3917","2024-09-10 11:45:55-03","3","8","Entregue","231.93","3917","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3796","191436","36","8","Calça","1","257.7","25.77","231.93","0","calca-feminina-boot-cut-paty"
"0012409078311","3918","2024-09-10 17:03:36-03","1","8","Entregue","159.32","3918","731","Max Ted  Feminino Borregos","Max Ted Feminino Borregos","1921","3803","1921P","P","39","Outlet","1","167.7","8.38","159.32","0","max-ted-feminino-borregos"
"0012409568137","3919","2024-09-11 10:53:55-03","3","8","Entregue","0","3919","737","Vestido Feminino Midi Roberta","Vestido Feminino Midi Roberta","1919","3833","1919GG","GG","39","Outlet","1","347.7","17.39","330.31","0","vestido-feminino-midi-roberta"
"0012409568137","3919","2024-09-11 10:53:55-03","3","8","Entregue","0","3919","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","237.7","11.88","225.82","0","calca-jeans-feminina-boot-cut-cabana"
"0012409929435","3920","2024-09-11 11:01:24-03","1","8","Entregue","789.19","3920","638","Blusa Feminina Favorita","Blusa Feminina Favorita","1830","3268","1830P","P","3","Blusas","1","147.7","7.38","140.32","0","blusa-feminina-favorita-1830"
"0012409929435","3920","2024-09-11 11:01:24-03","1","8","Entregue","789.19","3920","602","Blusa Feminina Relíquia","Blusa Feminina Relíquia","1800","3080","1800P","P","48","Verão 2024","1","147.7","7.38","140.32","0","blusa-feminina-reliquia"
"0012409929435","3920","2024-09-11 11:01:24-03","1","8","Entregue","789.19","3920","534","Blusa Auxois","Blusa Auxois","1724","2681","1724P","P","39","Outlet","1","147.7","7.38","140.32","0","blusa-auxois"
"0012409929435","3920","2024-09-11 11:01:24-03","1","8","Entregue","789.19","3920","664","Regata Feminina Eloise","Regata Feminina Eloise","1855","3426","1855P","P","39","Outlet","1","89.9","4.49","85.41","0","regata-feminina-eloise"
"0012409929435","3920","2024-09-11 11:01:24-03","1","8","Entregue","789.19","3920","520","Vestido Feminino Manada","Vestido Feminino Manada","1753","2613","1753P","P","20","Vestido","1","297.7","14.88","282.82","0","vestido-feminino-manada"
"0012409596806","3921","2024-09-11 14:45:15-03","3","8","Entregue","282.82","3921","44","Calça Feminina Boot Cut Pandora","Calça Feminina Boot Cut Pandora","1406","75","140638","38","39","Outlet","1","297.7","14.88","282.82","0","calca-feminina-boot-cut-pandora"
"0012409523643","3922","2024-09-11 17:23:01-03","1","8","Entregue","237.7","3922","379","Vestido Favorita","Vestido Favorita","1611","1924","1611M","M","48","Verão 2024","1","237.7","0","237.7","0","vestido-favorita"
"0012409973797","3923","2024-09-12 10:55:59-03","3","8","Entregue","137.7","3923","742","Regata Feminina Núbia","Regata  Feminina Núbia","1926","3861","1926P","P","3","Blusas","1","137.7","0","137.7","0","regata-feminina-nubia"
"0012409818916","3924","2024-09-13 17:00:40-03","3","8","Entregue","189.91","3924","746","Calça Feminina Cargo Cabana","Calça Feminina Cargo Cabana","1935","3882","1935P","P","39","Outlet","1","199.9","9.99","189.91","0","calca-feminina-cargo-cabana"
"0012409608891","3925","2024-09-15 13:07:24-03","1","8","Entregue","102.88","3925","626","Blusa Feminina Patches","Blusa Feminina Patches","1839","3206","1839P","P","39","Outlet","1","87.7","4.38","83.32","19.56","blusa-feminina-patches"
"0012409714823","3926","2024-09-15 14:49:38-03","1","8","Entregue","347.14","3926","581","Camisete Feminino Pegasus","Camisete Pegasus","1774","2950","1774M","M","39","Outlet","1","167.7","8.38","159.32","0","camisete-feminina-pegasus"
"0012409714823","3926","2024-09-15 14:49:38-03","1","8","Entregue","347.14","3926","615","Chemise Channel","Chemise Channel","1809","3151","1809G","G","39","Outlet","1","197.7","9.88","187.82","0","chemise-channel"
"0012409716821","3927","2024-09-15 16:18:17-03","1","8","Entregue","317.7","3927","576","Jaqueta Feminina Maxi Ônix","Jaqueta Feminina Max Ônix","1780","2926","1780M","M","46","Mais Vendidos","1","317.7","0","317.7","0","jaqueta-feminina-max-onix"
"0012409062497","3928","2024-09-16 11:57:48-03","3","8","Entregue","0","3928","639","Camisete Lúcia","Camisete Lúcia","1816","3276","1816GG","GG","16","Camisete","1","197.7","9.98","187.72","0","camisete-lucia"
"0012409062497","3928","2024-09-16 11:57:48-03","3","8","Entregue","0","3928","698","Calça Feminina Boot Cut Amazona","Calça Feminina Boot Cut Amazona","1892","3615","189244","44","8","Calça","1","287.7","14.53","273.17","0","calca-feminina-boot-cut-amazona"
"0012409062497","3928","2024-09-16 11:57:48-03","3","8","Entregue","0","3928","185","Top Rose","Top Rose","1078","783","1078GG","GG","39","Outlet","1","137.7","6.95","130.75","0","top-rose"
"0012409062497","3928","2024-09-16 11:57:48-03","3","8","Entregue","0","3928","379","Vestido Favorita","Vestido Favorita","1611","1926","1611GG","GG","48","Verão 2024","1","237.7","12","225.7","0","vestido-favorita"
"0012409062497","3928","2024-09-16 11:57:48-03","3","8","Entregue","0","3928","520","Vestido Feminino Manada","Vestido Feminino Manada","1753","2615","1753G","G","20","Vestido","1","297.7","15.03","282.67","0","vestido-feminino-manada"
"0012409282694","3929","2024-09-16 14:01:16-03","3","8","Entregue","0","3929","334","Pulseira Feminina Laços","Pulseira Feminina Laços","001PULSEIRALACOS","1639","001PULSEIRALACOS1","Modelo1","30","Pulseira","1","99.9","0","99.9","19.56","pulseira-feminina-lacos"
"0012409189959","3930","2024-09-16 18:01:26-03","1","8","Entregue","159.88","3930","490","Blusa Feminina Boa Ventura","Blusa Feminina Boa Ventura","1693","2484","1693M","M","3","Blusas","1","147.7","7.38","140.32","19.56","blusa-feminina-boa-ventura"
"0012409101294","3931","2024-09-17 16:33:10-03","1","8","Entregue","254.32","3931","703","Saia Feminina Courino Cabana","Saia Feminina Courino Cabana","1902","3648","1902GMARROM","Marrom - G","39","Outlet","1","267.7","13.38","254.32","0","saia-feminina-courino-cabana"
"0012409373705","3932","2024-09-17 21:04:05-03","1","8","Entregue","244.82","3932","711","Jaqueta Feminina Softh Cut","Jaqueta Feminina Softh Cut","1888","3697","1888GBRANCO","Branco - G","39","Outlet","1","257.7","12.88","244.82","0","jaqueta-feminina-softh-cut"
"0012409571283","3933","2024-09-18 12:57:15-03","3","8","Entregue","147.7","3933","743","Blusa Feminina Núbia","Blusa Feminina Núbia","1927","3866","1927P","P","3","Blusas","1","147.7","0","147.7","0","blusa-feminina-nubia"
"0012409274908","3934","2024-09-18 13:21:21-03","3","8","Entregue","0","3934","708","Vestido Feminino Gabriella","Vestido Feminino Gabriella","1900","3682","1900M","M","20","Vestido","1","347.7","0","347.7","0","vestido-feminino-gabriella"
"0012409903677","3935","2024-09-18 15:38:09-03","3","8","Entregue","0","3935","736","Chemise Feminina Núbia","Chemise Feminina Núbia","1918","3831","1918P","P","16","Camisete","1","277.7","19.44","258.26","0","chemise-feminina-nubia"
"0012409868092","3936","2024-09-19 09:41:43-03","3","8","Entregue","741.99","3936","350","Vestido Feminino Querência","Vestido Feminino Querência","1569","1734","1569G","G","46","Mais Vendidos","1","347.7","17.28","330.42","0","vestido-feminino-querencia"
"0012409868092","3936","2024-09-19 09:41:43-03","3","8","Entregue","741.99","3936","504","Cropped Feminino Realeza","Cropped Feminino Realeza","1712","2546","1712M","M","10","Regata","1","157.7","7.84","149.86","0","cropped-feminino-realeza"
"0012409868092","3936","2024-09-19 09:41:43-03","3","8","Entregue","741.99","3936","624","Cropped Feminino Mariana","Cropped Feminino Mariana","1811","3197","1811M","M","39","Outlet","1","97.7","4.86","92.84","0","cropped-feminino-mariana"
"0012409868092","3936","2024-09-19 09:41:43-03","3","8","Entregue","741.99","3936","706","Cropped  Feminino Gabriella","Cropped Feminino Gabriella","1904","3671","1904M","M","39","Outlet","1","177.7","8.83","168.87","0","cropped-feminino-gabriella"
"0012409411775","3937","2024-09-20 10:02:41-03","3","8","Entregue","225","3937","684","Blusa  Feminina Tropilha","Blusa Feminina Tropilha","1875","3546","1875GG","GG","39","Outlet","1","237.7","12.7","225","0","blusa-feminina-tropilha"
"0012409129448","3938","2024-09-20 23:56:12-03","1","8","Entregue","275.3","3938","491","Blusa Equus","Blusa Equus","1692","2489","1692M","M","39","Outlet","1","97.7","0","97.7","0","blusa-equus"
"0012409129448","3938","2024-09-20 23:56:12-03","1","8","Entregue","275.3","3938","425","Blusa Feminina  Campo Primavera Canelada","Blusa Feminina Campo Primavera Canelada","1658","2175","1658M","M","39","Outlet","1","89.9","0","89.9","0","blusa-feminina-campo-primavera-canelada"
"0012409129448","3938","2024-09-20 23:56:12-03","1","8","Entregue","275.3","3938","644","Blusa Feminina Tamiris","Blusa Feminina Tamiris","1818","3299","1818M","M","39","Outlet","1","87.7","0","87.7","0","blusa-feminina-tamiris"
"0012409589356","3939","2024-09-24 10:50:18-03","1","8","Entregue","525.46","3939","710","Camisete Feminina Priscila","Camisete Feminina Priscila","1907","3693","1907GG","GG","39","Outlet","1","257.7","12.88","244.82","0","camisete-feminina-priscila"
"0012409589356","3939","2024-09-24 10:50:18-03","1","8","Entregue","525.46","3939","673","Blusa Feminina Livia","Blusa Feminina Livia","1858","3492","1858GG","GG","6","Manga curta","1","147.7","7.38","140.32","0","blusa-feminina-livia"
"0012409589356","3939","2024-09-24 10:50:18-03","1","8","Entregue","525.46","3939","625","Blusa Feminina Beatriz","Blusa Feminina Beatriz","1840","3204","1840GG","GG","3","Blusas","1","147.7","7.38","140.32","0","blusa-feminina-beatriz"
"0012409443739","3940","2024-09-24 11:36:19-03","3","8","Entregue","0","3940","244","Camisete Feminina Gateado","Camisete Feminina Gateado","1498","1246","1498G","G","46","Mais Vendidos","1","247.7","0","247.7","0","camisete-feminina-gateado"
"0012409952320","3941","2024-09-24 13:07:28-03","3","8","Entregue","0","3941","637","Vestido Falabella","Vestido Falabella","1815","3265","1815G","G","39","Outlet","1","167.7","0","167.7","0","vestido-falabella"
"0012409642008","3942","2024-09-24 15:27:53-03","3","8","Entregue","159.32","3942","460","Camisete Spirit","Camisete Spirit","1666","2336","1666P","P","39","Outlet","1","167.7","8.38","159.32","0","camisete-nova"
"0012409328535","3943","2024-09-24 17:05:54-03","3","8","Entregue","0","3943","763","Chemise Feminina Bridão","Chemise Feminina Bridão","1944","3944","1944GG","GG","16","Camisete","1","267.7","13.38","254.32","0","chemise-feminina-bridao-1944"
"0012409481040","3944","2024-09-26 13:41:44-03","1","8","Entregue","364.77","3944","508","Vestido Florata","Vestido Florata","1729","2569","1529P","P","39","Outlet","1","139.9","13.99","125.91","0","vestido-florata"
"0012409481040","3944","2024-09-26 13:41:44-03","1","8","Entregue","364.77","3944","637","Vestido Falabella","Vestido Falabella","1815","3263","1815P","P","39","Outlet","1","167.7","16.77","150.93","0","vestido-falabella"
"0012409481040","3944","2024-09-26 13:41:44-03","1","8","Entregue","364.77","3944","491","Blusa Equus","Blusa Equus","1692","2489","1692M","M","39","Outlet","1","97.7","9.77","87.93","0","blusa-equus"
"0012409143832","3945","2024-09-30 12:59:41-03","1","2","Cancelado","257.7","3945","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3795","191438","38","8","Calça","1","257.7","0","257.7","0","calca-feminina-boot-cut-paty"
"0012410945457","3946","2024-10-01 09:08:30-03","3","8","Entregue","177.7","3946","354","Calça Comitiva BOOT CUT","Calça Comitiva BOOT CUT","1529","1757","152944","44","39","Outlet","1","177.7","0","177.7","0","calca-comitiva-boot-cut"
"0012410242207","3947","2024-10-01 12:23:08-03","3","8","Entregue","78.85","3947","501","Cropped FemininoTexas","Cropped Feminino Texas","1706","2534","1706G","G","48","Verão 2024","1","78.85","0","78.85","0","cropped-feminino-texas"
"0012410411948","3948","2024-10-01 22:53:43-03","1","8","Entregue","145.07","3948","492","Cropped Feminino Equus","Cropped Feminino Equus","1690","2495","1690G","G","39","Outlet","1","73.85","3.69","70.16","0","cropped-feminino-equus"
"0012410411948","3948","2024-10-01 22:53:43-03","1","8","Entregue","145.07","3948","459","Cropped Analú","Cropped Analú","1665","2333","1665G","G","39","Outlet","1","78.85","3.94","74.91","0","cropped-analu"
"0012410338777","3949","2024-10-02 07:24:12-03","1","8","Entregue","244.82","3949","710","Camisete Feminina Priscila","Camisete Feminina Priscila","1907","3693","1907GG","GG","39","Outlet","1","257.7","12.88","244.82","0","camisete-feminina-priscila"
"0012410792734","3950","2024-10-02 14:12:48-03","1","8","Entregue","224.73","3950","664","Regata Feminina Eloise","Regata Feminina Eloise","1855","3429","1855GG","GG","39","Outlet","1","89.9","8.99","80.91","0","regata-feminina-eloise"
"0012410792734","3950","2024-10-02 14:12:48-03","1","8","Entregue","224.73","3950","661","Regata Feminina Chaienne","Regata Feminina Chaienne","1851","3414","1851GG","GG","39","Outlet","1","79.9","7.99","71.91","0","regata-feminina-chaienne"
"0012410792734","3950","2024-10-02 14:12:48-03","1","8","Entregue","224.73","3950","659","Regata Feminina Emily","Regata Feminina Emily","1849","3404","1849GG","GG","39","Outlet","1","79.9","7.99","71.91","0","regata-feminina-emily"
"0012410565990","3951","2024-10-05 14:12:57-03","1","8","Entregue","475.4","3951","358","Calça Jeans  Skinny Feminina Comitiva","Calça Jeans  Skinny Feminina Comitiva","1566","1774","156634","34","8","Calça","1","177.7","0","177.7","0","calca-jeans-skinny-feminina-comitiva"
"0012410565990","3951","2024-10-05 14:12:57-03","1","8","Entregue","475.4","3951","520","Vestido Feminino Manada","Vestido Feminino Manada","1753","2613","1753P","P","20","Vestido","1","297.7","0","297.7","0","vestido-feminino-manada"
"0012410691329","3952","2024-10-05 21:08:24-03","1","8","Entregue","420.3","3952","481","T-Shirt Belo Retrato","T-Shirt Belo Retrato","1662","2986","1662PAMARELO","Amarelo - P","39","Outlet","1","68.85","0","68.85","0","t-shirt-belo-retrato"
"0012410691329","3952","2024-10-05 21:08:24-03","1","8","Entregue","420.3","3952","457","Vestido Crinas","Vestido Crinas","1663","2321","1663P","P","20","Vestido","1","163.85","0","163.85","0","vestido-longo"
"0012410691329","3952","2024-10-05 21:08:24-03","1","8","Entregue","420.3","3952","425","Blusa Feminina  Campo Primavera Canelada","Blusa Feminina Campo Primavera Canelada","1658","2174","1658P","P","39","Outlet","1","89.9","0","89.9","0","blusa-feminina-campo-primavera-canelada"
"0012410691329","3952","2024-10-05 21:08:24-03","1","8","Entregue","420.3","3952","568","Blusa Feminina Sinatra","Blusa Feminina Sinatra","1775","2876","1775P","P","39","Outlet","1","97.7","0","97.7","0","Blusa-Feminina-Sinatra"
"0012410245425","3953","2024-10-06 17:06:20-03","1","8","Entregue","468.45","3953","651","Blusa Feminina Pandora CB","Blusa Feminina Pandora CB","1789","3335","1789M","M","39","Outlet","1","89.9","0","89.9","0","blusa-feminina-pandora-cb"
"0012410245425","3953","2024-10-06 17:06:20-03","1","8","Entregue","468.45","3953","605","Bata Feminina Duqueza ","Bata Feminina Duqueza CB","1804","3096","1804M","M","39","Outlet","1","89.9","0","89.9","0","bata-feminina-duqueza"
"0012410245425","3953","2024-10-06 17:06:20-03","1","8","Entregue","468.45","3953","450","Macacão Feminino Jasmine","Macação Feminino Jasmine","1656","2285","1656M","M","39","Outlet","1","118.85","0","118.85","0","macacao-feminino-jasmine"
"0012410245425","3953","2024-10-06 17:06:20-03","1","8","Entregue","468.45","3953","454","Kimono Feminino Romantic","Kimono Feminino Romantic","1677","2305","1677MOD2","Romantic","39","Outlet","1","79.9","0","79.9","0","kimono-tordilhos-unico-modelo2"
"0012410245425","3953","2024-10-06 17:06:20-03","1","8","Entregue","468.45","3953","417","Jaqueta Feminina  Beatrix","Jaqueta Feminina Beatrix","1621","2136","1621M","M","39","Outlet","1","89.9","0","89.9","0","jaqueta-feminina-breatrix"
"0012410670055","3954","2024-10-08 16:32:17-03","3","8","Entregue","0","3954","134","Colete Camaféu","Colete Equus Preto Cabana","1347","485","1347M","M","39","Outlet","1","89.9","0","89.9","19.56","colete-equus-preto-cabana"
"0012410929660","3955","2024-10-09 08:01:53-03","1","8","Entregue","244.82","3955","729","Calça Feminina Boot Cut Paty","Calça Feminina Boot Cut Paty","1914","3795","191438","38","8","Calça","1","257.7","12.88","244.82","0","calca-feminina-boot-cut-paty"
"0012410184375","3956","2024-10-09 11:09:23-03","3","8","Entregue","0","3956","763","Chemise Feminina Bridão","Chemise Feminina Bridão","1944","3944","1944GG","GG","16","Camisete","1","267.7","0","267.7","0","chemise-feminina-bridao-1944"
"0012410980960","3957","2024-10-09 13:40:05-03","3","8","Entregue","254.32","3957","763","Chemise Feminina Bridão","Chemise Feminina Bridão","1944","3944","1944GG","GG","16","Camisete","1","267.7","13.38","254.32","0","chemise-feminina-bridao-1944"
"0012410097186","3958","2024-10-09 13:48:33-03","3","8","Entregue","240.22","3958","602","Blusa Feminina Relíquia","Blusa Feminina Relíquia","1800","3081","1800M","M","48","Verão 2024","1","147.7","7.38","140.32","0","blusa-feminina-reliquia"
"0012410097186","3958","2024-10-09 13:48:33-03","3","8","Entregue","240.22","3958","156","Jaqueta Jeans Luxo Horse","Jaqueta Jeans Luxo Horse","1467","593","1467M","M","40","Inverno 2021","1","99.9","0","99.9","0","jaqueta-jeans-luxo-horse"
"0012410996996","3959","2024-10-10 12:51:49-03","3","8","Entregue","0","3959","720","Moletom Feminino Andravida","Moletom Feminino Andravida","1909","3742","1909GG","GG","39","Outlet","1","167.7","0","167.7","0","moletom-feminino-andravida"
"0012410887412","3960","2024-10-10 12:57:44-03","3","8","Entregue","254.32","3960","763","Chemise Feminina Bridão","Chemise Feminina Bridão","1944","3944","1944GG","GG","16","Camisete","1","267.7","13.38","254.32","0","chemise-feminina-bridao-1944"
"0012410442316","3961","2024-10-10 13:04:41-03","3","8","Entregue","254.22","3961","427","Blusa Guapa","Blusa Guapa","1659","2187","1659ROSAG","Pink - G","14","Manga Longa","1","99.9","5","94.9","0","blusa-guapa"
"0012410442316","3961","2024-10-10 13:04:41-03","3","8","Entregue","254.22","3961","720","Moletom Feminino Andravida","Moletom Feminino Andravida","1909","3740","1909M","M","39","Outlet","1","167.7","8.38","159.32","0","moletom-feminino-andravida"
"0012410937476","3962","2024-10-10 13:07:42-03","3","8","Entregue","0","3962","406","Conjunto Feminino  Corta Vento Maya","Conjunto Feminino Corta Vento Maya","1632","2074","1632LILASP","LILAS - P","39","Outlet","1","99.9","0","99.9","0","bomber-corta-vento-feminino-maya"
"0012410937476","3962","2024-10-10 13:07:42-03","3","8","Entregue","0","3962","406","Conjunto Feminino  Corta Vento Maya","Conjunto Feminino Corta Vento Maya","1632","2072","1632ROSAGG","Pink - GG","39","Outlet","1","99.9","0","99.9","0","bomber-corta-vento-feminino-maya"
"0012410928523","3963","2024-10-11 15:23:53-03","3","8","Entregue","178.32","3963","316","Body Feminino Realeza","Body Feminino Realeza","1541","1530","1541G","G","45","Lançamentos","1","187.7","9.38","178.32","0","body-feminino-realeza"
"0012410241491","3964","2024-10-12 08:54:49-03","1","8","Entregue","159.32","3964","637","Vestido Falabella","Vestido Falabella","1815","3263","1815P","P","39","Outlet","1","167.7","8.38","159.32","0","vestido-falabella"
"0012410907123","3965","2024-10-13 19:47:06-03","1","8","Entregue","515.4","3965","168","Calça Jeans Feminina Boot Cut Morgan ","Calça Jeans Feminina Boot Cut Morgan ","1260","677","126042","42","8","Calça","1","257.7","0","257.7","0","calca-jeans-feminina-boot-cut-morgan"
"0012410907123","3965","2024-10-13 19:47:06-03","1","8","Entregue","515.4","3965","158","Calça Jeans Feminina Boot Cut Cabana","Calça Jeans Feminina Boot Cut Cabana","1186","606","118642","42","46","Mais Vendidos","1","257.7","0","257.7","0","calca-jeans-feminina-boot-cut-cabana"
"0012410009370","3966","2024-10-14 07:42:47-03","1","8","Entregue","150.38","3966","672","Vestido Feminino  Love Horses","Vestido Feminino Love Horses","1865","3480","1865MPINK","Pink - M","39","Outlet","1","137.7","6.88","130.82","19.56","vestido-feminino-love-horses"
"0012410434718","3967","2024-10-15 08:40:53-03","3","8","Entregue","0","3967","743","Blusa Feminina Núbia","Blusa Feminina Núbia","1927","3864","1927G","G","3","Blusas","1","147.7","7.38","140.32","0","blusa-feminina-nubia"
"0012410434718","3967","2024-10-15 08:40:53-03","3","8","Entregue","0","3967","673","Blusa Feminina Livia","Blusa Feminina Livia","1858","3491","1858G","G","6","Manga curta","1","147.7","7.38","140.32","0","blusa-feminina-livia"
"0012410570815","3968","2024-10-15 08:42:20-03","3","8","Entregue","0","3968","707","Bombacha Feminina Grazi","Bombacha Feminina Grazi","1898","3677","189840","40","8","Calça","1","297.7","0","297.7","0","bombacha-feminina-grazi"
"0012410092136","3969","2024-10-17 11:26:22-03","3","8","Entregue","463.77","3969","334","Pulseira Feminina Laços","Pulseira Feminina Laços","001PULSEIRALACOS","2008","001PULSEIRALACOS6","Modelo6","30","Pulseira","1","99.9","9.99","89.91","0","pulseira-lacos-modelo6"
"0012410092136","3969","2024-10-17 11:26:22-03","3","8","Entregue","463.77","3969","531","Chemise Feminina Bridão","Chemise Feminina Bridão","1752","2669","1752GG","GG","46","Mais Vendidos","1","267.7","26.77","240.93","0","chemise-feminina-bridao"
"0012410092136","3969","2024-10-17 11:26:22-03","3","8","Entregue","463.77","3969","642","Blusa Feminina Camila","Blusa Feminina Camila","1841","3291","1841GG","GG","3","Blusas","1","147.7","14.77","132.93","0","blusa-feminina-camila"
"0012410490365","3970","2024-10-18 01:08:48-03","1","8","Entregue","151.38","3970","476","Regata Feminina Neblina","Regata Feminina Neblina","1694","2412","1694-P","P","39","Outlet","1","137.7","6.88","130.82","20.56","regata-feminina-neblina"
"0012410822235","3971","2024-10-18 09:07:30-03","1","8","Entregue","163.75","3971","595","BLUSA  ARIZONA","BLUSA  ARIZONA","1791","3052","1791GG","GG","39","Outlet","1","89.9","0","89.9","0","blusa-arizona"
"0012410822235","3971","2024-10-18 09:07:30-03","1","8","Entregue","163.75","3971","492","Cropped Feminino Equus","Cropped Feminino Equus","1690","2495","1690G","G","39","Outlet","1","73.85","0","73.85","0","cropped-feminino-equus"
